,000270.KS,000660.KS,005380.KS,005930.KS,006400.KS,009540.KS,012450.KS,028260.KS,034020.KS,035420.KS,042660.KS,051910.KS,055550.KS,068270.KS,069500.KS,105560.KS,133690.KS,148070.KS,153130.KS,207940.KS,229200.KS,261240.KS,360750.KS,411060.KS,458730.KS,AAPL,AMD,AMZN,AVGO,COST,GOOGL,JPM,LLY,META,MSFT,NVDA,TLT,TSLA,V,XOM
2021-02-28,0.03137029602194167,,,0.05206998106995346,0.035169807640602395,,,,0.0186409613878696,,,0.03151216125331232,,,0.053538537872497086,,0.05169860696717812,1.0000000000075106e-06,0.08584483849284255,,0.05456144186288107,1.0000000000001838e-06,0.058591888744019334,0.2,0.06719399291339814,0.03661218209509537,,,0.0524724591424153,,,0.052964790284215836,0.10064983187395334,,,,1e-06,0.01710522237782442,,
2021-03-31,0.023186079688289302,0.04117566414920273,,,0.02541632703519375,,,,0.01274217132619889,,,0.02453400236331678,,,0.039892018727448894,,0.03997761469371553,0.19999999999868798,0.13566774471322385,,0.04304480349353197,9.999999999999983e-07,0.04287106247456474,0.16433025527729173,0.04702300597324928,,,,0.03775345188415683,,0.043256244664974616,0.03594064372626686,,,,,9.999999999999983e-07,0.01406656106056475,,0.029120348750121622
2021-04-30,0.027160838946832314,,0.028582160881634254,0.04786138395349278,0.03224819400138169,,,,0.015149180850282742,,,,,,0.04907776024746982,,0.05068322353055787,1.0000000061010205e-06,0.17789781907449145,,0.053425068909705796,1.0000000000070468e-06,0.05396784676032987,0.19999999999999993,0.0591577444651762,,,,0.04808905024708629,,0.056427651290512304,0.045141443911151685,,,,,1e-06,0.018009146033488778,,0.03711848689640016
2021-05-31,0.031055116778710135,,0.031790238512463695,0.052585030366164486,,,,,0.015178181699542064,0.04716898080248427,,,,,0.05413104983120865,,0.053786378317073016,1.0000000000000002e-06,0.1282197080616529,,0.057328529040366595,1.0000000000000002e-06,0.058075434165347585,0.20000000000000007,0.06363334650697164,0.03893097738942148,,,,,0.05904159031484458,0.04872519465582685,,,,,1.000000000014819e-06,0.019868342385865188,,0.04047890117205692
2021-06-30,0.028209357066638522,,0.029514469764398126,,,,0.0398922238086039,,0.014050937763466389,,,,,,0.05364205786144676,0.062166924344106964,0.0536658410732321,1e-06,0.15021222903144782,,0.05893822734894508,1e-06,0.055065698334516786,0.2,0.057361150593822206,,,,,,0.05647268429425162,0.045084507608904985,,,,0.03920181324611539,1e-06,0.019942792518011176,,0.03657608534209221
2021-07-31,0.027443219024700975,,0.028587142882732213,,,,0.03958815229125129,,0.013734990152947602,,,,,,0.052419564921368816,0.060187420893163014,0.052654711595149055,9.99999999999998e-07,0.1642086047399708,,0.05879714070470384,1.0000000000012258e-06,0.05392123381252705,0.19999999999999962,0.05591712646570359,,,,,,0.055330970667116536,0.043531227638091426,,,,0.03824271193262954,9.99999999999998e-07,0.019730419506563773,,0.035702362771381016
2021-08-31,0.02990850513581111,,,,0.037068118824600156,,0.039105293240119444,,0.0161968110215983,,,,,,0.05736530407084778,0.07352684671830442,0.05142015159159866,1.0000000000043296e-06,1.0000000000006488e-06,,0.0597684584708934,1.000000000002597e-06,0.05466545131058109,0.19771484005394574,0.05776468358359528,,,,,0.09007256779734837,0.05556856824715012,0.04741782508710158,0.09492808659280565,,,0.037504488253698905,1.000000000008141e-06,,,
2021-09-30,0.02011756649313761,,,,0.024462518912318782,,0.02584100815997559,,0.011921267120007574,,,,0.05494333664138811,,0.03820022256659721,,0.036492189123655525,0.19999999990455233,0.14999799977705155,,0.04253713823012015,1.0000000038232625e-06,0.03853894340872072,0.13539139811914314,0.04065742253777362,,,,,,0.03692093896778256,0.033151485437158554,0.05818807801615729,,,0.02754154260091803,1.00000000841673e-06,,,0.025094943983529447
2021-10-31,0.033643743438522125,,,,0.03732275172796762,,0.038041054081236765,,0.017735944209326483,,,,,,0.06280008164215213,0.09010287792157178,0.058152024577693945,1e-06,0.014040344297082551,,0.0733381514695792,1e-06,0.060505321325682516,0.2,0.06327576096607056,,,,,,0.06197602960489576,,0.08648380270127522,,,0.04462117637381282,1.0000000000136929e-06,0.018558072520034764,,0.039399863143095695
2021-11-30,0.02462388029251607,,,,0.0239869532015107,,0.025624234616416587,,0.012630049059679842,0.03327943415279909,,,,,0.049138471043467205,,0.03864149633303415,0.1499979999999969,1.0000000280355619e-06,,0.05506477985239864,0.19999999999843487,0.0427668462912532,0.11963510754138973,0.04861218852537828,,,,,,0.040474335633641306,,0.047916321600368406,,0.04458361622945063,0.030885974757877434,9.999999999999968e-07,0.012136310870358944,,
2021-12-31,0.019105138814451826,,,,0.022015055160464217,,0.024155406018946432,,,0.03441731430846952,,,,,0.043221842311366464,0.0598509243560431,0.03395473029588713,0.14999800000000035,1.0000000001335046e-06,,0.04870585940557313,0.19999999999999898,0.03597674248964139,0.09971940755645746,0.038498880128356415,,0.02064359787618214,,,0.06259813911017502,0.03532019618607911,,,,0.04298159684656435,0.02883516913534293,1.0000000000432492e-06,,,
2022-01-31,,0.03813731577244439,,,,,,,0.010375904130437288,,,,0.04631604819554161,,0.03460441550201795,0.04292350973545043,0.03330547051361381,0.1999999999997987,0.149997999998267,0.029938240923570867,0.03319146812427879,9.999999999999987e-07,0.03524968637521529,0.12881651561672927,0.03650033996190801,,,,0.025804246924688586,0.05771443890916983,0.03714328641604772,,,,,0.028118081573546956,9.999999999999987e-07,,,0.031861031327273394
2022-02-28,,,,0.038964688271143716,,,0.02298611144697773,,0.010138380709140166,,,,0.0483502874195769,,0.03584470010668459,0.04544216943392707,0.03377514625247378,0.1999999999999945,0.14999799999997726,,0.03642761443316373,9.999999999999997e-07,0.035308248433936866,0.11632768143386156,0.036851510136079575,0.025185008900835137,,,,0.05747874291622986,,,,,0.04526448966866255,0.030211201757823214,9.999999999999997e-07,,,0.031444018679511763
